id,name,dealDate,dealType,dealType2,dealSize,postValuation,dealSynopsis,dealStatus,dealFinancingStatus,dealBusinessStatus,primaryIndustryCode,verticals,description,hqLocation,companyWebsite,investor,company_id,investor_id
1909,Simplify (Human Capital Services),07-Feb-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding in a deal led by Craft Ventures on February 7, 2024. Global Founders Capital, Roar Ventures, Y Combinator and Hyphen Capital also participated in the round. Other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Human Capital Services,"Artificial Intelligence & Machine Learning, HR Tech, SaaS","Developer of a job search platform designed to help discover and autofill job and internship applications on millions of sites in one click. The company's platform has a common application form for all jobs and provides assistance to navigate through the entire recruitment process, enabling students and new grads to find, apply and track their applications and get matched with opportunities that align with their area of expertise.","San Francisco, CA",www.simplify.jobs,Global Founders Capital,440,18808
1910,Simplify (Human Capital Services),07-Feb-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding in a deal led by Craft Ventures on February 7, 2024. Global Founders Capital, Roar Ventures, Y Combinator and Hyphen Capital also participated in the round. Other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Human Capital Services,"Artificial Intelligence & Machine Learning, HR Tech, SaaS","Developer of a job search platform designed to help discover and autofill job and internship applications on millions of sites in one click. The company's platform has a common application form for all jobs and provides assistance to navigate through the entire recruitment process, enabling students and new grads to find, apply and track their applications and get matched with opportunities that align with their area of expertise.","San Francisco, CA",www.simplify.jobs,Hyphen Capital,440,62
1911,Simplify (Human Capital Services),07-Feb-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding in a deal led by Craft Ventures on February 7, 2024. Global Founders Capital, Roar Ventures, Y Combinator and Hyphen Capital also participated in the round. Other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Human Capital Services,"Artificial Intelligence & Machine Learning, HR Tech, SaaS","Developer of a job search platform designed to help discover and autofill job and internship applications on millions of sites in one click. The company's platform has a common application form for all jobs and provides assistance to navigate through the entire recruitment process, enabling students and new grads to find, apply and track their applications and get matched with opportunities that align with their area of expertise.","San Francisco, CA",www.simplify.jobs,Roar Ventures,440,5953
1912,Simplify (Human Capital Services),07-Feb-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding in a deal led by Craft Ventures on February 7, 2024. Global Founders Capital, Roar Ventures, Y Combinator and Hyphen Capital also participated in the round. Other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Human Capital Services,"Artificial Intelligence & Machine Learning, HR Tech, SaaS","Developer of a job search platform designed to help discover and autofill job and internship applications on millions of sites in one click. The company's platform has a common application form for all jobs and provides assistance to navigate through the entire recruitment process, enabling students and new grads to find, apply and track their applications and get matched with opportunities that align with their area of expertise.","San Francisco, CA",www.simplify.jobs,Y Combinator,440,9381
1913,Sourgum Waste,20-Feb-2024,Seed Round,Seed Round,3.00,15.00,"The company raised an estimated $3 million of Seed funding from Founder Collective, and other undisclosed investors on February 20, 2024, putting the company's pre-money valuation at $12 million.",Completed,Venture Capital-Backed,Generating Revenue,Environmental Services (B2B),CleanTech,"Operator of a waste management company intended to reduce waste landfills. The company offers services such as trash collection, dumpster rental, waste disposal, and roll-off dumpsters for construction and demolition, enabling clients to get a proper waste disposal system and work towards the sustainability of the environment.","Jersey City, NJ",www.sourgum.com,Founder Collective,443,18824
1914,Synch (Business/Productivity Software),12-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding in a deal led by Haystack Management Company and Alt Capital (San Francisco) on March 12, 2024. Ritual Capital, Y Combinator and other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Developer of a salesforce automation platform designed to build customer relationship management (CRM) in a fraction of the time. The company's platform uses natural language processing to automate salesforce tasks, such as creating queries, fields and validation rules, enabling businesses to save time and work more efficiently.","New York, NY",www.withsynch.com,Alt Capital,444,
1915,Synch (Business/Productivity Software),12-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding in a deal led by Haystack Management Company and Alt Capital (San Francisco) on March 12, 2024. Ritual Capital, Y Combinator and other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Developer of a salesforce automation platform designed to build customer relationship management (CRM) in a fraction of the time. The company's platform uses natural language processing to automate salesforce tasks, such as creating queries, fields and validation rules, enabling businesses to save time and work more efficiently.","New York, NY",www.withsynch.com,Haystack Management Company,444,18875
1916,Synch (Business/Productivity Software),12-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding in a deal led by Haystack Management Company and Alt Capital (San Francisco) on March 12, 2024. Ritual Capital, Y Combinator and other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Developer of a salesforce automation platform designed to build customer relationship management (CRM) in a fraction of the time. The company's platform uses natural language processing to automate salesforce tasks, such as creating queries, fields and validation rules, enabling businesses to save time and work more efficiently.","New York, NY",www.withsynch.com,Ritual Capital,444,14694
1917,Synch (Business/Productivity Software),12-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding in a deal led by Haystack Management Company and Alt Capital (San Francisco) on March 12, 2024. Ritual Capital, Y Combinator and other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Developer of a salesforce automation platform designed to build customer relationship management (CRM) in a fraction of the time. The company's platform uses natural language processing to automate salesforce tasks, such as creating queries, fields and validation rules, enabling businesses to save time and work more efficiently.","New York, NY",www.withsynch.com,Y Combinator,444,9381
1918,Tensorplex Labs,21-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding in a deal led by Canonical Crypto and Collab+Currency on March 21, 2024. Hansa, Zellic, Digital Currency Group, Quantstamp, Amber Group, Merit Circle, Accomplice VC, PetRock Capital, Mechanism Capital, GoldenChain, Phill Bonello, Jordi Alexander, Scott Moore, Arthur Cheong, Jasmine Zhang, Jeff Feng, Benedict Chan, Jacob KO and athena nodes also participated in the round. The funds will be used to develop a decentralized AI infrastructure.",Completed,Venture Capital-Backed,Startup,Other Financial Services,"Artificial Intelligence & Machine Learning, FinTech",Developer of an AI-based platform designed for building capital and intelligence infrastructure for decentralized networks.,US,www.tensorplex.ai,Accomplice VC,445,8362
1919,Tensorplex Labs,21-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding in a deal led by Canonical Crypto and Collab+Currency on March 21, 2024. Hansa, Zellic, Digital Currency Group, Quantstamp, Amber Group, Merit Circle, Accomplice VC, PetRock Capital, Mechanism Capital, GoldenChain, Phill Bonello, Jordi Alexander, Scott Moore, Arthur Cheong, Jasmine Zhang, Jeff Feng, Benedict Chan, Jacob KO and athena nodes also participated in the round. The funds will be used to develop a decentralized AI infrastructure.",Completed,Venture Capital-Backed,Startup,Other Financial Services,"Artificial Intelligence & Machine Learning, FinTech",Developer of an AI-based platform designed for building capital and intelligence infrastructure for decentralized networks.,US,www.tensorplex.ai,Amber Group,445,9503
